user_reviews,user_rating,days_since_review,rating_diff,quote,review_length,total_token_count,popular
60,5,367,0.6500000000000004,False,2286.0,389,0
296,5,2265,1.15,False,4608.0,787,1
374,3,431,-0.9900000000000002,True,3120.0,505,0
406,5,1116,0.6200000000000001,True,6389.0,1095,1
46,4,1956,0.3999999999999999,False,272.0,45,0
1540,5,2109,0.9100000000000001,False,86.0,15,1
2948,1,390,-2.68,False,368.0,64,0
461,3,599,-0.41999999999999993,True,3129.0,520,1
298,4,299,0.08000000000000007,True,2191.0,380,0
43,5,274,1.2599999999999998,False,609.0,101,0
88,4,602,-0.3700000000000001,False,1110.0,191,1
529,5,2149,1.15,False,2326.0,396,0
15,4,675,-0.28000000000000025,True,597.0,99,0
427,4,987,-0.2599999999999998,False,83.0,15,1
213,5,578,1.25,True,1767.0,303,1
121,4,1423,0.18000000000000016,False,2007.0,372,0
48,5,1984,0.79,False,47.0,8,0
58,4,2811,-0.4400000000000004,False,286.0,51,1
324,4,1324,0.1499999999999999,True,2046.0,338,1
555,3,3083,-0.7200000000000002,False,635.0,110,1
37,5,87,0.9699999999999998,False,589.0,99,1
316,4,87,0.43000000000000016,True,1478.0,254,1
12,5,297,0.7199999999999998,False,529.0,92,0
16,3,1913,-1.0499999999999998,False,714.0,138,0
26,4,1561,-0.009999999999999787,False,734.0,123,0
41,5,285,0.8799999999999999,True,1146.0,206,1
919,2,1183,-1.88,False,555.0,104,1
80,4,1172,0.2200000000000002,False,2298.0,412,0
488,5,2897,1.17,True,2408.0,421,1
60,4,1264,-0.2999999999999998,False,1182.0,206,0
136,5,126,0.8799999999999999,False,321.0,57,1
118,4,2293,0.1499999999999999,False,1147.0,185,1
261,4,415,-0.07000000000000028,False,96.0,13,1
4105,5,205,1.25,True,677.0,119,1
611,3,640,-1.04,True,2845.0,490,1
22,4,2244,0.3700000000000001,False,1800.0,289,1
11,5,838,0.7400000000000002,False,174.0,32,0
346,5,161,0.96,False,2438.0,394,1
2023,3,1969,-0.7200000000000002,True,3434.0,575,1
1037,5,1563,1.12,True,941.0,158,0
456,5,1308,1.1400000000000001,True,815.0,140,0
273,5,1584,1.13,False,299.0,47,0
579,4,3270,-0.17999999999999972,False,425.0,78,1
37,4,585,0.2799999999999998,False,1478.0,248,1
39,4,2754,-0.21999999999999975,False,46.0,8,1
139,2,2683,-2.24,False,2105.0,373,0
1639,0,230,-4.29,False,171.0,30,1
403,5,1544,1.12,False,656.0,116,1
62,4,973,-0.17999999999999972,False,206.0,39,0
731,5,1871,1.0099999999999998,False,467.0,86,1
527,4,923,0.5899999999999999,True,1252.0,214,0
90,5,1887,0.6100000000000003,False,48.0,7,0
33,4,2653,0.29000000000000004,True,353.0,60,1
32,4,413,-0.4900000000000002,True,4609.0,793,0
238,4,675,0.20999999999999996,False,50.0,9,0
329,1,468,-3.0,True,7135.0,1234,1
1243,4,58,0.04999999999999982,False,173.0,31,1
303,5,298,1.48,False,594.0,97,1
82,5,1306,0.79,True,1324.0,234,0
272,3,1156,-0.3599999999999999,False,272.0,43,1
79,4,2186,0.33999999999999986,True,853.0,146,0
204,4,333,0.3900000000000001,True,1592.0,265,1
447,3,305,-1.4699999999999998,True,6020.0,1015,1
929,3,1809,-0.52,False,72.0,13,1
155,4,567,-0.05999999999999961,True,2925.0,509,0
12,5,2710,0.5499999999999998,False,56.0,11,0
117,4,1880,0.27,True,2987.0,510,1
50,5,1891,0.8499999999999996,False,315.0,52,0
178,5,896,1.15,False,216.0,34,1
234,2,697,-2.2300000000000004,False,1228.0,207,0
211,5,543,0.71,False,1081.0,188,1
184,2,902,-1.52,True,1158.0,195,0
387,5,691,1.31,False,593.0,105,1
279,0,964,-3.72,False,121.0,19,1
210,5,1708,0.9000000000000004,False,2746.0,457,1
14,5,1464,0.9800000000000004,True,1148.0,198,0
89,5,130,1.4300000000000002,False,399.0,68,1
99,3,2482,-0.5899999999999999,False,294.0,49,0
159,5,3696,1.1099999999999999,False,173.0,26,0
44,4,518,-0.28000000000000025,False,56.0,10,0
152,5,1020,0.9199999999999999,False,358.0,56,0
11,4,1317,-0.009999999999999787,False,1299.0,227,1
701,4,26,0.10999999999999988,True,3697.0,599,1
21,4,3154,-0.03000000000000025,False,352.0,53,0
124,4,808,-0.05999999999999961,False,162.0,25,0
4,5,31,1.19,True,968.0,174,0
3,0,10,-2.54,False,738.0,140,0
250,4,843,-0.16000000000000014,False,1351.0,241,1
503,4,458,0.08999999999999986,False,1369.0,234,1
18,1,2930,-3.2300000000000004,True,1162.0,201,1
204,5,1601,0.9500000000000002,True,4059.0,717,0
90,3,417,-0.8999999999999999,False,157.0,26,0
14,4,493,-0.15000000000000036,False,195.0,34,0
16,5,2654,1.12,False,916.0,156,0
1101,4,2761,0.04999999999999982,True,2468.0,420,0
228,5,188,0.6900000000000004,True,3316.0,564,1
3,4,278,-0.1900000000000004,False,133.0,24,0
179,5,503,0.5099999999999998,False,15.0,3,1
388,5,768,0.7999999999999998,True,4063.0,704,1
510,3,1204,-1.2000000000000002,True,2897.0,505,0
1935,4,1883,-0.040000000000000036,False,3837.0,667,1
1,1,752,-3.09,False,1525.0,257,0
38,5,1513,1.02,True,1850.0,327,0
14,5,2633,0.9000000000000004,False,113.0,20,0
32,5,278,0.6900000000000004,False,431.0,71,1
21,2,2100,-2.0700000000000003,False,1141.0,191,0
28,3,3254,-0.8700000000000001,True,661.0,113,1
49,4,134,0.22999999999999998,True,2266.0,383,1
1186,4,64,-0.019999999999999574,False,873.0,134,1
134,4,3420,0.20000000000000018,True,2786.0,496,1
620,5,232,1.23,True,1390.0,218,1
24,5,31,0.7400000000000002,True,53.0,10,0
566,5,870,0.8099999999999996,False,93.0,12,1
750,3,849,-1.3399999999999999,False,4629.0,784,0
63,5,738,0.9400000000000004,False,139.0,23,0
12,5,766,0.9000000000000004,False,1083.0,187,1
139,5,417,0.6299999999999999,True,4430.0,755,1
67,5,2113,0.7699999999999996,False,847.0,143,0
1215,4,946,-0.2599999999999998,False,1333.0,240,0
40,4,3291,0.16999999999999993,False,3781.0,641,0
23,4,1593,-0.20000000000000018,False,66.0,13,0
59,5,1146,0.9500000000000002,True,711.0,121,1
38,4,2063,0.33999999999999986,False,719.0,125,1
132,2,820,-2.16,True,1167.0,193,0
19,4,446,-0.23000000000000043,False,457.0,73,0
2,4,1087,-0.3099999999999996,True,512.0,91,1
165,4,451,0.29000000000000004,True,688.0,114,1
175,5,2043,0.7199999999999998,False,528.0,94,0
83,5,2314,1.1600000000000001,False,1667.0,295,1
60,5,1325,1.1400000000000001,False,1308.0,224,0
4,2,601,-1.67,True,557.0,91,1
20,4,1631,0.43000000000000016,False,55.0,8,1
81,5,1033,0.33000000000000007,False,905.0,160,1
891,5,2697,0.6900000000000004,False,1527.0,267,1
134,5,2235,0.9299999999999997,True,1273.0,215,1
27,4,2203,0.18000000000000016,False,397.0,73,0
382,4,484,0.04999999999999982,True,2417.0,390,1
6,4,2093,-0.3700000000000001,False,1040.0,159,1
40,4,116,0.10999999999999988,False,353.0,63,0
373,1,1295,-2.98,True,3321.0,574,1
281,5,1844,0.6900000000000004,False,1796.0,296,1
536,5,1652,1.2000000000000002,True,5290.0,927,1
22,5,304,0.9000000000000004,False,105.0,21,0
424,5,884,0.9000000000000004,False,175.0,29,0
256,5,1140,1.19,False,1184.0,197,0
4,5,2063,0.9100000000000001,False,119.0,19,1
2138,5,3297,1.1099999999999999,False,956.0,169,1
77,4,515,0.1299999999999999,False,288.0,42,1
1540,4,1693,-0.009999999999999787,False,17.0,3,0
113,5,424,0.6299999999999999,False,195.0,31,0
81,5,853,1.17,True,2421.0,435,1
397,4,480,-0.07000000000000028,False,657.0,103,1
95,2,621,-1.8199999999999998,True,2555.0,404,0
3,5,202,0.40000000000000036,False,194.0,33,0
6,5,1313,1.06,False,284.0,49,0
2,3,1371,-0.8399999999999999,False,94.0,15,0
3,5,879,0.41000000000000014,False,57.0,11,0
6,1,534,-2.73,False,1176.0,190,1
68,4,2022,-0.09999999999999964,False,219.0,43,1
121,4,2213,-0.09999999999999964,False,389.0,62,0
53,5,916,1.2599999999999998,False,242.0,39,1
1,0,628,-3.8,False,262.0,43,1
110,4,1161,0.14000000000000012,False,1380.0,259,0
269,5,246,1.12,False,610.0,103,1
6,4,1026,0.2999999999999998,False,1412.0,223,0
13,4,955,-0.05999999999999961,False,614.0,101,0
95,4,1525,0.20999999999999996,False,640.0,122,1
225,2,484,-1.27,False,604.0,104,1
123,2,2134,-2.0300000000000002,True,1307.0,218,0
44,4,196,0.1299999999999999,False,819.0,143,1
370,5,233,1.1,False,1664.0,306,1
23,4,491,0.5499999999999998,False,385.0,67,0
620,5,228,0.40000000000000036,False,387.0,63,0
117,4,743,0.2799999999999998,False,1609.0,298,1
636,4,1052,0.020000000000000018,False,495.0,91,0
23,4,2826,0.16000000000000014,False,1609.0,271,1
4,3,288,-0.5,False,367.0,67,0
31,1,1489,-2.79,False,264.0,41,0
245,4,446,0.040000000000000036,False,552.0,105,1
202,1,1280,-2.78,False,311.0,52,1
620,5,767,0.75,False,416.0,65,1
281,5,1052,1.15,False,1815.0,314,1
30,2,3504,-1.77,False,172.0,30,0
629,5,884,1.2599999999999998,True,3880.0,676,1
320,0,1001,-3.93,False,207.0,33,0
8,4,1708,0.2400000000000002,False,2194.0,374,0
175,4,1658,-0.13999999999999968,False,1610.0,290,1
1873,4,2555,-0.09999999999999964,False,335.0,45,1
12,4,1931,-0.21999999999999975,False,82.0,16,0
43,5,3579,0.9100000000000001,True,2478.0,415,1
304,5,2138,0.9199999999999999,False,349.0,63,0
314,5,1430,0.7699999999999996,False,826.0,136,0
10,5,2093,0.8600000000000003,False,91.0,14,0
78,2,579,-1.98,True,884.0,144,0
31,5,2078,0.6100000000000003,False,162.0,27,0
85,4,1719,-0.25,True,193.0,29,0
113,5,1623,0.5300000000000002,True,3323.0,589,1
27,5,1346,1.23,True,2241.0,359,1
172,1,281,-2.61,False,228.0,39,0
15,5,1782,0.8200000000000003,False,310.0,57,1
302,2,586,-2.12,False,1885.0,330,1
3,3,3133,-0.8500000000000001,False,100.0,15,0
807,3,2247,-0.43999999999999995,True,8961.0,1504,1
42,5,1445,0.6600000000000001,False,667.0,107,1
39,4,2045,0.2799999999999998,False,612.0,102,0
717,5,353,0.5800000000000001,False,700.0,126,1
16,4,1306,-0.4299999999999997,True,452.0,84,0
894,3,1947,-1.0599999999999996,True,1803.0,309,1
4,4,1578,-0.2599999999999998,True,1414.0,233,0
386,5,2152,0.75,False,1703.0,283,0
40,5,1664,1.04,True,305.0,52,0
384,5,892,0.5800000000000001,False,2012.0,356,1
155,5,1236,0.5,False,1025.0,181,0
481,4,1306,-0.33000000000000007,False,27.0,4,0
68,3,1764,-0.98,False,1134.0,194,1
168,3,987,-1.1799999999999997,False,1191.0,219,0
86,4,419,0.06000000000000005,False,1745.0,300,1
7,5,2441,1.5499999999999998,False,961.0,163,1
111,4,2378,-0.08000000000000007,True,1030.0,180,1
203,5,1395,0.8499999999999996,False,182.0,36,0
47,5,3527,0.6399999999999997,False,2897.0,461,0
171,4,91,-0.20999999999999996,False,387.0,63,1
433,1,64,-2.82,True,1938.0,347,1
40,5,363,0.9400000000000004,False,211.0,39,0
300,5,952,0.9299999999999997,False,36.0,6,0
887,2,1813,-2.45,False,108.0,20,0
670,5,210,0.6699999999999999,True,12580.0,2165,1
1118,4,2498,-0.04999999999999982,True,3641.0,631,0
152,4,259,0.1299999999999999,False,1056.0,173,1
344,5,1514,0.8099999999999996,False,1301.0,235,1
103,5,2140,0.8399999999999999,False,401.0,66,0
71,5,1550,1.0499999999999998,False,436.0,84,0
278,4,2171,0.3500000000000001,False,197.0,34,1
436,5,1354,1.2000000000000002,False,697.0,124,1
148,5,299,1.1,True,2898.0,486,1
388,5,1054,1.12,True,3459.0,592,1
125,4,260,-0.20000000000000018,False,807.0,135,0
124,5,270,1.02,False,69.0,13,0
350,4,776,0.33999999999999986,True,3024.0,527,0
13,4,1135,0.1200000000000001,True,567.0,92,0
2,3,569,-0.020000000000000018,False,40.0,8,0
11,5,100,0.79,False,318.0,55,0
227,5,289,0.8799999999999999,False,1390.0,248,0
8,5,302,0.9299999999999997,False,240.0,39,0
15,5,359,1.19,False,137.0,26,0
197,4,2342,0.10999999999999988,False,1177.0,198,1
276,3,1257,-0.6800000000000002,False,28.0,5,0
913,5,975,0.8200000000000003,True,1793.0,320,0
238,5,1425,1.02,False,3380.0,592,0
6,5,2281,0.9299999999999997,False,99.0,18,0
281,0,450,-4.35,False,33.0,5,1
3,4,1161,0.6400000000000001,False,670.0,119,1
791,5,1084,0.7000000000000002,False,212.0,35,1
25,5,1584,1.1400000000000001,False,1131.0,184,0
789,5,1140,1.02,True,2858.0,500,0
158,5,482,1.23,False,781.0,105,1
298,5,2234,0.9299999999999997,True,3457.0,578,0
310,5,2459,0.9000000000000004,True,1857.0,324,0
76,4,458,0.22999999999999998,False,1291.0,200,0
339,3,380,-0.9100000000000001,True,691.0,119,1
49,4,2291,-0.03000000000000025,False,713.0,111,0
155,5,1535,0.71,False,17.0,3,1
507,5,1115,1.48,False,617.0,108,1
398,5,1220,1.17,False,1094.0,210,1
122,5,317,0.5599999999999996,False,2291.0,374,1
325,0,1157,-4.23,False,622.0,102,1
103,5,3275,0.79,False,469.0,79,0
255,3,1179,-1.0099999999999998,True,7293.0,1182,1
42,3,1191,-1.2300000000000004,False,25.0,4,0
98,3,557,-1.08,False,237.0,40,1
1404,4,2684,0.1299999999999999,True,4226.0,724,1
150,5,426,0.6299999999999999,True,5289.0,859,1
7,5,772,1.35,True,47.0,7,0
406,3,502,-0.41999999999999993,False,562.0,95,0
41,5,3210,1.0499999999999998,True,1080.0,185,0
13,4,367,0.2999999999999998,False,286.0,48,1
336,5,236,0.71,True,2367.0,416,0
337,4,2684,-0.07000000000000028,True,1257.0,225,1
174,3,330,-1.3399999999999999,True,152.0,25,1
7,2,590,-1.7400000000000002,False,1878.0,342,1
2286,1,923,-2.89,False,583.0,107,1
245,3,195,-1.1500000000000004,False,411.0,68,1
72,5,969,0.96,False,58.0,12,1
178,4,462,-0.16999999999999993,False,683.0,114,0
268,3,903,-0.6000000000000001,False,864.0,154,0
649,0,1900,-4.24,True,3586.0,587,1
2,5,1980,0.9800000000000004,True,572.0,96,1
142,2,1176,-1.7599999999999998,True,2101.0,335,1
266,3,20,-0.16999999999999993,False,389.0,75,1
2,4,35,0.14000000000000012,True,1115.0,182,0
9,4,916,-0.33000000000000007,False,305.0,55,1
328,4,2190,0.029999999999999805,True,2491.0,436,1
332,4,719,-0.4500000000000002,False,91.0,18,0
649,0,2045,-3.96,True,809.0,142,0
11,2,827,-1.83,True,621.0,105,0
56,5,607,1.2999999999999998,False,1189.0,196,1
293,5,902,1.52,False,190.0,30,0
171,5,619,1.2200000000000002,False,605.0,115,1
72,5,1853,0.9199999999999999,False,281.0,45,1
5,5,1704,1.06,False,266.0,38,0
4105,5,717,0.96,True,644.0,115,0
28,3,194,-0.9900000000000002,True,551.0,91,0
26,1,1946,-2.66,True,566.0,100,0
13,5,463,1.3199999999999998,False,1350.0,230,0
383,5,1486,1.04,False,771.0,129,1
214,4,350,0.31999999999999984,False,113.0,20,0
142,4,2163,0.08999999999999986,False,1048.0,189,1
1,5,970,1.1600000000000001,False,89.0,17,0
6,5,1146,1.17,False,112.0,20,0
106,3,533,-0.81,True,1299.0,224,1
6,5,1794,0.9199999999999999,False,2270.0,369,0
201,5,1035,0.8799999999999999,False,73.0,13,0
178,5,171,0.8499999999999996,True,3058.0,531,0
129,5,52,0.6699999999999999,False,482.0,78,1
32,5,1802,0.9199999999999999,True,1680.0,292,0
1873,4,1713,0.020000000000000018,False,2266.0,360,1
22,5,774,1.0899999999999999,False,614.0,102,0
6,5,1980,0.8700000000000001,False,67.0,11,0
45,5,662,0.9699999999999998,False,340.0,56,0
152,4,2611,0.020000000000000018,False,561.0,92,0
116,3,1255,-0.6400000000000001,True,140.0,20,0
4,5,335,0.9800000000000004,False,170.0,28,0
585,5,1854,1.12,False,1267.0,212,1
132,5,847,1.25,True,1276.0,210,0
123,3,1579,-0.6800000000000002,True,2194.0,368,0
19,1,1363,-2.68,True,1632.0,276,0
